1,0.7753333333333333,0.0015115555555555555
5,0.8146666666666667,0.0009315555555555547
25,0.8346666666666666,0.000389333333333334
125,0.8373333333333333,0.00024177777777777782
625,0.8153333333333332,0.00037377777777777794
1200,0.5106666666666667,7.288888888888853e-05
434,0.8433333333333334,0.0003311111111111109
867,0.728,0.0012159999999999996
1300,0.5013333333333334,7.1111111111112025e-06
289,0.834,0.000510666666666667
579,0.8313333333333333,0.0004715555555555562
193,0.8366666666666667,0.0004200000000000005
387,0.8380000000000001,0.000409333333333333
